hour,Glucose,Lactate,Ammonia,Glutamine,Glutamate
144,19.4276179686594,20.759325044405,5.98720733366374,7.11646366497879,2.10698022157276
162,17.2073187722412,21.7584369449378,7.26226074731435,6.84275352401807,2.03901311765106
162,17.5958711316143,22.5355239786856,7.26226074731435,6.84275352401807,2.10698022157276
162,17.2628262521516,22.202486678508,7.26226074731435,6.7058984535377,2.10698022157276
168,17.2073187722412,20.6483126110124,7.31769785225568,6.56904338305734,2.17494732549446
168,17.0407963325098,21.2033747779751,7.31769785225568,6.7058984535377,2.10698022157276
168,17.2073187722412,21.7584369449378,7.31769785225568,6.7058984535377,2.10698022157276
18,35.5247871426914,NA,1.05330499388529,8.34815929930204,2.10698022157276
18,35.8578320221541,NA,0.997867888943956,8.34815929930204,2.10698022157276
18,35.35826470296,NA,0.997867888943956,8.34815929930204,2.10698022157276
18,35.35826470296,NA,0.997867888943956,8.4850143697824,2.10698022157276
18,34.8031899038555,NA,0.997867888943956,8.4850143697824,2.10698022157276
18,35.35826470296,NA,0.997867888943956,8.4850143697824,2.10698022157276
24,34.8031899038555,NA,1.10874209882662,7.80073901738059,2.17494732549446
24,35.5247871426914,NA,1.16417920376795,7.93759408786096,2.10698022157276
24,35.35826470296,NA,1.10874209882662,7.93759408786096,2.10698022157276
24,34.5256525043032,2.7753108348135,1.10874209882662,7.93759408786096,2.10698022157276
24,34.8031899038555,NA,1.16417920376795,8.07444915834132,2.10698022157276
30,33.9705777051987,NA,1.27505341365061,7.80073901738059,2.10698022157276
30,34.4146375444823,NA,1.33049051859194,7.80073901738059,2.10698022157276
30,34.5811599842137,NA,1.33049051859194,7.66388394690023,2.10698022157276
36,34.4146375444823,2.44227353463588,1.49680183341593,8.07444915834132,2.10698022157276
36,34.3591300645719,2.33126110124334,1.49680183341593,8.21130422882168,2.17494732549446
36,34.3036225846614,2.44227353463588,1.49680183341593,7.93759408786096,2.17494732549446
42,33.4710103860046,2.88632326820604,1.6076760432986,7.80073901738059,2.10698022157276
42,33.8595627453778,2.44227353463588,1.66311314823993,7.80073901738059,2.10698022157276
42,35.35826470296,3.10834813499112,1.66311314823993,7.66388394690023,2.10698022157276
42,34.747682423945,3.44138543516874,1.66311314823993,7.80073901738059,2.10698022157276
42,35.3027572230496,3.3303730017762,1.71855025318126,7.80073901738059,2.17494732549446
42,34.747682423945,3.44138543516874,1.66311314823993,7.66388394690023,2.10698022157276
48,33.0824580266314,3.3303730017762,1.82942446306392,7.11646366497879,2.03901311765106
48,35.1362347833182,3.55239786856128,1.82942446306392,7.66388394690023,2.17494732549446
48,33.6930403056464,4.9955595026643,1.82942446306392,7.52702887641987,2.17494732549446
48,32.6383981873477,6.32770870337478,1.88486156800525,7.52702887641987,2.10698022157276
54,33.3599954261837,5.32859680284192,1.94029867294658,7.39017380593951,2.10698022157276
54,33.3044879462732,4.9955595026643,1.94029867294658,7.39017380593951,2.03901311765106
54,32.7494131471687,5.32859680284192,1.94029867294658,7.39017380593951,2.03901311765106
6,36.1353694217064,NA,0.665245259295971,8.07444915834132,2.10698022157276
6,35.9688469819751,NA,0.665245259295971,8.34815929930204,2.03901311765106
6,36.9124741404528,NA,0.60980815435464,8.34815929930204,2.10698022157276
60,32.0833233882432,7.7708703374778,2.3283584075359,7.25331873545915,2.17494732549446
60,31.9168009485118,7.65985790408526,2.3283584075359,7.25331873545915,2.17494732549446
60,32.1388308681536,7.65985790408526,2.3283584075359,7.25331873545915,2.17494732549446
60,31.5282485891386,7.65985790408526,2.3283584075359,7.39017380593951,2.17494732549446
60,31.9168009485118,7.99289520426288,2.3283584075359,7.52702887641987,2.17494732549446
60,32.2498458279745,7.54884547069272,2.3283584075359,7.39017380593951,2.17494732549446
66,31.3062186694968,7.7708703374778,2.38379551247723,6.84275352401807,2.24291442941616
66,31.1396962297654,9.9911190053286,2.38379551247723,6.97960859449843,2.10698022157276
66,NA,NA,NA,6.97960859449843,NA
72,29.9740391516459,9.65808170515098,2.49466972235989,6.56904338305734,2.10698022157276
72,NA,NA,NA,6.84275352401807,NA
72,29.5854867922727,11.6563055062167,2.66098103718388,7.11646366497879,2.10698022157276
72,29.3079493927204,11.7673179396092,2.71641814212521,7.25331873545915,2.10698022157276
78,29.6965017520936,11.5452930728242,2.82729235200788,6.97960859449843,2.17494732549446
78,29.3634568726309,11.6563055062167,2.77185524706655,6.97960859449843,2.03901311765106
78,29.4744718324518,11.7673179396092,2.77185524706655,6.97960859449843,2.10698022157276
84,27.4206950757649,14.0985790408526,3.27078919153852,6.7058984535377,2.10698022157276
84,27.0876501963022,14.2095914742451,3.21535208659719,6.7058984535377,2.10698022157276
84,27.2541726360336,14.2095914742451,3.21535208659719,6.7058984535377,2.10698022157276
90,27.0321427163917,12.1003552397869,3.32622629647985,6.29533324209662,1.97104601372936
90,27.0321427163917,13.8765541740675,3.27078919153852,6.29533324209662,2.17494732549446
90,26.3105454775558,14.6536412078153,3.71428603106917,6.84275352401807,2.17494732549446
96,26.8656202766604,13.3214920071048,3.88059734589316,6.43218831257698,2.31088153333786
96,26.1995305177349,14.8756660746004,3.7697231360105,6.56904338305734,2.24291442941616
96,24.1457537610481,17.2069271758437,3.99147155577583,6.43218831257698,2.10698022157276
96,24.5343061204213,16.2078152753108,3.82516024095183,NA,2.10698022157276
0,NA,NA,NA,8.4850143697824,NA
0,32.9159355869,3.10834813499112,0.554371049413309,9.03243465170385,2.03901311765106
0,33.0824580266314,3.21936056838366,0.60980815435464,9.57985493362529,2.03901311765106
,,,,,
