unique_ID,replicate,ID,hour,Glucose,Lactate,Ammonia,Glutamine,Glutamate
K1par-8mMAP_99_3,3,K1par-8mMAP,99,17.8734085311666,17.2069271758437,7.539446272021,1.02641302860271,3.05851967647659
K1par-8mMCD_0_1,1,K1par-8mMCD,0,34.1926076248405,NA,0.332622629647985,8.75872451074312,2.10698022157276
K1par-8mMCD_0_2,2,K1par-8mMCD,0,34.5811599842137,NA,0.332622629647985,8.75872451074312,2.10698022157276
K1par-8mMCD_0_3,3,K1par-8mMCD,0,34.9142048636764,NA,0.332622629647985,8.62186944026276,2.03901311765106
K1par-8mMCD_108_1,1,K1par-8mMCD,108,18.2619608905398,22.9795737122558,7.15138653743169,1.50540577528397,2.92258546863318
K1par-8mMCD_108_2,2,K1par-8mMCD,108,18.0954384508084,22.0914742451155,7.15138653743169,1.71068838100452,2.65071705294637
K1par-8mMCD_108_3,3,K1par-8mMCD,108,18.1509459307189,21.8694493783304,7.20682364237302,1.64226084576434,2.58274994902467
K1par-8mMCD_114_1,1,K1par-8mMCD,114,16.208184133853,22.4245115452931,8.14925442637564,1.02641302860271,2.78665126078978
K1par-8mMCD_114_2,2,K1par-8mMCD,114,17.7623935713457,22.7575488454707,8.75906258073028,1.23169563432325,2.71868415686808
K1par-8mMCD_114_3,3,K1par-8mMCD,114,17.5403636517039,22.7575488454707,8.70362547578895,1.23169563432325,2.65071705294637
K1par-8mMCD_12_1,1,K1par-8mMCD,12,36.9679816203633,NA,0.720682364237302,8.75872451074312,2.17494732549446
K1par-8mMCD_12_2,2,K1par-8mMCD,12,37.6340713792887,NA,0.720682364237302,8.4850143697824,2.24291442941616
K1par-8mMCD_12_3,3,K1par-8mMCD,12,36.6349367409005,NA,0.720682364237302,8.75872451074312,2.24291442941616
K1par-8mMCD_12_8,8,K1par-8mMCD,12,36.5239217810796,NA,0.720682364237302,8.62186944026276,2.24291442941616
K1par-8mMCD_12_9,9,K1par-8mMCD,12,36.1353694217064,NA,0.720682364237302,8.75872451074312,2.17494732549446
K1par-8mMCD_132_1,1,K1par-8mMCD,132,12.7667203794047,20.759325044405,8.75906258073028,0.615847817161626,2.58274994902467
K1par-8mMCD_132_2,2,K1par-8mMCD,132,12.8777353392256,23.4236234458259,8.92537389555428,0.615847817161626,2.44681574118127
K1par-8mMCD_132_3,3,K1par-8mMCD,132,12.6557054195838,23.0905861456483,8.86993679061294,0.615847817161626,2.37884863725957
K1par-8mMCD_162_1,1,K1par-8mMCD,162,6.66089758925464,21.0923623445826,9.20255942026093,0.410565211441084,2.10698022157276
K1par-8mMCD_162_2,2,K1par-8mMCD,162,6.7164050691651,21.9804618117229,9.1471223153196,0.410565211441084,2.03901311765106
K1par-8mMCD_18_1,1,K1par-8mMCD,18,38.4666835779455,NA,0.942430784002626,8.62186944026276,2.31088153333786
K1par-8mMCD_18_2,2,K1par-8mMCD,18,37.8561012989305,NA,0.942430784002626,8.62186944026276,2.31088153333786
K1par-8mMCD_18_3,3,K1par-8mMCD,18,38.1891461783933,NA,0.886993679061295,8.62186944026276,2.31088153333786
K1par-8mMCD_18_7,7,K1par-8mMCD,18,37.5785638993783,NA,0.886993679061295,8.62186944026276,2.31088153333786
K1par-8mMCD_186_1,1,K1par-8mMCD,186,2.1092842365973,20.8703374777975,9.42430784002626,0.342137676200903,1.90307890980765
K1par-8mMCD_186_2,2,K1par-8mMCD,186,2.1092842365973,20.5373001776199,9.36887073508493,0.410565211441084,1.90307890980765
K1par-8mMCD_210_1,1,K1par-8mMCD,210,1.49870195758229,12.4333925399645,9.59061915485025,0.615847817161626,1.83511180588595
K1par-8mMCD_210_2,2,K1par-8mMCD,210,NA,NA,NA,0.547420281921445,NA
K1par-8mMCD_210_3,3,K1par-8mMCD,210,1.38768699776138,16.4298401420959,9.97867888943956,NA,1.83511180588595
K1par-8mMCD_24_1,1,K1par-8mMCD,24,35.5247871426914,NA,1.27505341365061,7.93759408786096,2.37884863725957
K1par-8mMCD_24_2,2,K1par-8mMCD,24,35.4137721828705,NA,1.16417920376795,7.93759408786096,2.17494732549446
K1par-8mMCD_24_3,3,K1par-8mMCD,24,35.4137721828705,NA,1.16417920376795,7.93759408786096,2.17494732549446
K1par-8mMCD_24_7,7,K1par-8mMCD,24,34.9142048636764,NA,1.16417920376795,7.93759408786096,2.10698022157276
K1par-8mMCD_24_9,9,K1par-8mMCD,24,35.0252198234973,NA,1.10874209882662,7.93759408786096,2.10698022157276
K1par-8mMCD_36_1,1,K1par-8mMCD,36,34.8031899038555,NA,1.71855025318126,7.39017380593951,2.44681574118127
K1par-8mMCD_36_2,2,K1par-8mMCD,36,33.9150702252882,NA,1.66311314823993,7.52702887641987,2.24291442941616
K1par-8mMCD_36_3,3,K1par-8mMCD,36,34.747682423945,NA,1.71855025318126,7.52702887641987,2.17494732549446
K1par-8mMCD_42_1,1,K1par-8mMCD,42,34.2481151047509,NA,1.99573577788791,7.39017380593951,2.24291442941616
K1par-8mMCD_42_2,2,K1par-8mMCD,42,33.8040552654673,NA,1.94029867294658,7.52702887641987,2.17494732549446
K1par-8mMCD_42_3,3,K1par-8mMCD,42,34.0815926650196,NA,1.94029867294658,7.52702887641987,2.24291442941616
K1par-8mMCD_48_1,1,K1par-8mMCD,48,33.1934729864523,9.54706927175844,2.3283584075359,6.84275352401807,2.58274994902467
K1par-8mMCD_48_2,2,K1par-8mMCD,48,32.4718757476164,4.88454706927176,2.27292130259457,6.84275352401807,2.24291442941616
K1par-8mMCD_48_3,3,K1par-8mMCD,48,33.1934729864523,3.77442273534636,2.3283584075359,6.84275352401807,2.24291442941616
K1par-8mMCD_48_8,8,K1par-8mMCD,48,32.9714430668105,2.99733570159858,2.27292130259457,6.84275352401807,2.24291442941616
K1par-8mMCD_48_9,9,K1par-8mMCD,48,32.1943383480641,4.10746003552398,2.27292130259457,6.84275352401807,2.17494732549446
K1par-8mMCD_60_1,1,K1par-8mMCD,60,30.9176663101236,11.7673179396092,3.10447787671453,6.15847817161626,2.58274994902467
K1par-8mMCD_60_2,2,K1par-8mMCD,60,30.4180989909295,11.4342806394316,2.99360366683187,6.15847817161626,2.31088153333786
K1par-8mMCD_60_3,3,K1par-8mMCD,60,30.7511438703923,11.2122557726465,3.0490407717732,6.15847817161626,2.31088153333786
